Distance,Position,Node,Technology,RSSI
1,D1,A,BLE,-53
1,D1,A,BLE,-66
1,D1,A,BLE,-50
1,D1,A,BLE,-49
1,D1,A,BLE,-52
1,D1,A,BLE,-68
1,D1,A,BLE,-69
1,D1,A,BLE,-49
1,D1,A,BLE,-67
1,D1,A,BLE,-68
1,D1,A,BLE,-52
1,D1,A,BLE,-52
1,D1,A,BLE,-68
1,D1,A,BLE,-53
1,D1,A,BLE,-66
1,D1,A,BLE,-50
1,D1,A,BLE,-52
1,D1,A,BLE,-53
1,D1,A,BLE,-68
1,D1,A,BLE,-66
1,D1,A,BLE,-68
1,D1,A,BLE,-68
1,D1,A,BLE,-66
1,D1,A,BLE,-65
1,D1,A,BLE,-52
1,D1,A,BLE,-68
1,D1,A,BLE,-52
1,D1,A,BLE,-52
1,D1,A,BLE,-52
1,D1,A,BLE,-66
1,D1,A,BLE,-53
1,D1,A,BLE,-52
1,D1,A,BLE,-52
1,D1,A,BLE,-54
1,D1,A,BLE,-49
1,D1,A,BLE,-66
1,D1,A,BLE,-49
1,D1,A,BLE,-68
1,D1,A,BLE,-51
1,D1,A,BLE,-52
1,D1,A,BLE,-68
1,D1,A,BLE,-70
1,D1,A,BLE,-49
1,D1,A,BLE,-66
1,D1,A,BLE,-52
1,D1,A,BLE,-68
1,D1,A,BLE,-54
1,D1,A,BLE,-54
1,D1,A,BLE,-67
1,D1,A,BLE,-50
1,D1,A,BLE,-52
1,D1,A,BLE,-68
1,D1,A,BLE,-66
1,D1,A,BLE,-69
1,D1,A,BLE,-49
1,D1,A,BLE,-68
1,D1,A,BLE,-70
1,D1,A,BLE,-54
1,D1,A,BLE,-49
1,D1,A,BLE,-49
1,D1,A,BLE,-68
1,D1,A,BLE,-52
1,D1,A,BLE,-68
1,D1,A,BLE,-49
1,D1,A,BLE,-66
1,D1,A,BLE,-50
1,D1,A,BLE,-49
1,D1,A,BLE,-68
1,D1,A,BLE,-66
1,D1,A,BLE,-52
1,D1,A,BLE,-54
1,D1,A,BLE,-68
1,D1,A,BLE,-49
1,D1,A,BLE,-66
1,D1,A,BLE,-68
1,D1,A,BLE,-52
1,D1,A,BLE,-68
1,D1,A,BLE,-49
1,D1,A,BLE,-50
1,D1,A,BLE,-52
1,D1,A,BLE,-54
1,D1,A,BLE,-49
1,D1,A,BLE,-52
1,D1,A,BLE,-68
1,D1,A,BLE,-54
1,D1,A,BLE,-70
1,D1,A,BLE,-54
1,D1,A,BLE,-65
1,D1,A,BLE,-68
1,D1,A,BLE,-49
1,D1,A,BLE,-68
1,D1,A,BLE,-52
1,D1,A,BLE,-50
1,D1,A,BLE,-49
1,D1,A,BLE,-68
1,D1,A,BLE,-70
1,D1,A,BLE,-50
1,D1,A,BLE,-68
1,D1,A,BLE,-54
1,D1,A,BLE,-49
1,D1,A,BLE,-68
1,D1,A,BLE,-54
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-23
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-23
1,D1,A,LoRaWAN,-23
1,D1,A,LoRaWAN,-23
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-23
1,D1,A,LoRaWAN,-25
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-25
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-25
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-25
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-23
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-25
1,D1,A,LoRaWAN,-25
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-25
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-25
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-25
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-25
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-25
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-25
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-25
1,D1,A,LoRaWAN,-25
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-23
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-25
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-25
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-23
1,D1,A,LoRaWAN,-23
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-23
1,D1,A,LoRaWAN,-25
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-24
1,D1,A,LoRaWAN,-25
1,D1,A,WiFi,-43
1,D1,A,WiFi,-45
1,D1,A,WiFi,-44
1,D1,A,WiFi,-45
1,D1,A,WiFi,-43
1,D1,A,WiFi,-43
1,D1,A,WiFi,-47
1,D1,A,WiFi,-45
1,D1,A,WiFi,-45
1,D1,A,WiFi,-46
1,D1,A,WiFi,-47
1,D1,A,WiFi,-44
1,D1,A,WiFi,-47
1,D1,A,WiFi,-47
1,D1,A,WiFi,-47
1,D1,A,WiFi,-45
1,D1,A,WiFi,-49
1,D1,A,WiFi,-44
1,D1,A,WiFi,-43
1,D1,A,WiFi,-46
1,D1,A,WiFi,-43
1,D1,A,WiFi,-47
1,D1,A,WiFi,-44
1,D1,A,WiFi,-46
1,D1,A,WiFi,-46
1,D1,A,WiFi,-44
1,D1,A,WiFi,-47
1,D1,A,WiFi,-47
1,D1,A,WiFi,-47
1,D1,A,WiFi,-47
1,D1,A,WiFi,-47
1,D1,A,WiFi,-43
1,D1,A,WiFi,-43
1,D1,A,WiFi,-46
1,D1,A,WiFi,-45
1,D1,A,WiFi,-44
1,D1,A,WiFi,-47
1,D1,A,WiFi,-47
1,D1,A,WiFi,-44
1,D1,A,WiFi,-46
1,D1,A,WiFi,-47
1,D1,A,WiFi,-46
1,D1,A,WiFi,-45
1,D1,A,WiFi,-46
1,D1,A,WiFi,-43
1,D1,A,WiFi,-43
1,D1,A,WiFi,-44
1,D1,A,WiFi,-47
1,D1,A,WiFi,-44
1,D1,A,WiFi,-45
1,D1,A,WiFi,-46
1,D1,A,WiFi,-44
1,D1,A,WiFi,-42
1,D1,A,WiFi,-46
1,D1,A,WiFi,-47
1,D1,A,WiFi,-44
1,D1,A,WiFi,-44
1,D1,A,WiFi,-45
1,D1,A,WiFi,-44
1,D1,A,WiFi,-47
1,D1,A,WiFi,-46
1,D1,A,WiFi,-48
1,D1,A,WiFi,-47
1,D1,A,WiFi,-46
1,D1,A,WiFi,-46
1,D1,A,WiFi,-47
1,D1,A,WiFi,-47
1,D1,A,WiFi,-43
1,D1,A,WiFi,-44
1,D1,A,WiFi,-46
1,D1,A,WiFi,-46
1,D1,A,WiFi,-43
1,D1,A,WiFi,-46
1,D1,A,WiFi,-43
1,D1,A,WiFi,-45
1,D1,A,WiFi,-45
1,D1,A,WiFi,-43
1,D1,A,WiFi,-44
1,D1,A,WiFi,-45
1,D1,A,WiFi,-44
1,D1,A,WiFi,-46
1,D1,A,WiFi,-43
1,D1,A,WiFi,-46
1,D1,A,WiFi,-43
1,D1,A,WiFi,-46
1,D1,A,WiFi,-45
1,D1,A,WiFi,-46
1,D1,A,WiFi,-45
1,D1,A,WiFi,-46
1,D1,A,WiFi,-44
1,D1,A,WiFi,-44
1,D1,A,WiFi,-43
1,D1,A,WiFi,-44
1,D1,A,WiFi,-45
1,D1,A,WiFi,-46
1,D1,A,WiFi,-45
1,D1,A,WiFi,-46
1,D1,A,WiFi,-43
1,D1,A,WiFi,-43
1,D1,A,WiFi,-42
1,D1,A,WiFi,-43
1,D1,A,WiFi,-45
1,D1,A,WiFi,-44
1,D1,A,WiFi,-46
1,D1,A,WiFi,-45
1,D1,A,WiFi,-46
1,D1,A,WiFi,-47
1,D1,A,Zigbee,-56
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-56
1,D1,A,Zigbee,-56
1,D1,A,Zigbee,-56
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-56
1,D1,A,Zigbee,-56
1,D1,A,Zigbee,-56
1,D1,A,Zigbee,-56
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-55
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-55
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,A,Zigbee,-49
1,D1,B,BLE,-62
1,D1,B,BLE,-62
1,D1,B,BLE,-46
1,D1,B,BLE,-49
1,D1,B,BLE,-64
1,D1,B,BLE,-49
1,D1,B,BLE,-48
1,D1,B,BLE,-62
1,D1,B,BLE,-47
1,D1,B,BLE,-47
1,D1,B,BLE,-66
1,D1,B,BLE,-49
1,D1,B,BLE,-48
1,D1,B,BLE,-63
1,D1,B,BLE,-49
1,D1,B,BLE,-49
1,D1,B,BLE,-66
1,D1,B,BLE,-48
1,D1,B,BLE,-48
1,D1,B,BLE,-63
1,D1,B,BLE,-64
1,D1,B,BLE,-49
1,D1,B,BLE,-49
1,D1,B,BLE,-62
1,D1,B,BLE,-47
1,D1,B,BLE,-46
1,D1,B,BLE,-66
1,D1,B,BLE,-49
1,D1,B,BLE,-49
1,D1,B,BLE,-48
1,D1,B,BLE,-62
1,D1,B,BLE,-49
1,D1,B,BLE,-49
1,D1,B,BLE,-48
1,D1,B,BLE,-48
1,D1,B,BLE,-47
1,D1,B,BLE,-63
1,D1,B,BLE,-50
1,D1,B,BLE,-49
1,D1,B,BLE,-66
1,D1,B,BLE,-48
1,D1,B,BLE,-62
1,D1,B,BLE,-48
1,D1,B,BLE,-46
1,D1,B,BLE,-46
1,D1,B,BLE,-64
1,D1,B,BLE,-50
1,D1,B,BLE,-46
1,D1,B,BLE,-49
1,D1,B,BLE,-49
1,D1,B,BLE,-49
1,D1,B,BLE,-49
1,D1,B,BLE,-48
1,D1,B,BLE,-62
1,D1,B,BLE,-46
1,D1,B,BLE,-46
1,D1,B,BLE,-50
1,D1,B,BLE,-66
1,D1,B,BLE,-62
1,D1,B,BLE,-48
1,D1,B,BLE,-46
1,D1,B,BLE,-66
1,D1,B,BLE,-50
1,D1,B,BLE,-49
1,D1,B,BLE,-49
1,D1,B,BLE,-62
1,D1,B,BLE,-48
1,D1,B,BLE,-48
1,D1,B,BLE,-46
1,D1,B,BLE,-63
1,D1,B,BLE,-64
1,D1,B,BLE,-48
1,D1,B,BLE,-62
1,D1,B,BLE,-48
1,D1,B,BLE,-63
1,D1,B,BLE,-48
1,D1,B,BLE,-46
1,D1,B,BLE,-63
1,D1,B,BLE,-49
1,D1,B,BLE,-49
1,D1,B,BLE,-64
1,D1,B,BLE,-48
1,D1,B,BLE,-64
1,D1,B,BLE,-50
1,D1,B,BLE,-50
1,D1,B,BLE,-66
1,D1,B,BLE,-49
1,D1,B,BLE,-66
1,D1,B,BLE,-49
1,D1,B,BLE,-48
1,D1,B,BLE,-46
1,D1,B,BLE,-64
1,D1,B,BLE,-66
1,D1,B,BLE,-48
1,D1,B,BLE,-50
1,D1,B,BLE,-66
1,D1,B,BLE,-66
1,D1,B,BLE,-48
1,D1,B,BLE,-48
1,D1,B,LoRaWAN,-23
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-23
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-23
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-23
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-25
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-25
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-23
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-23
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-25
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-23
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-25
1,D1,B,LoRaWAN,-25
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-25
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-25
1,D1,B,LoRaWAN,-23
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-23
1,D1,B,LoRaWAN,-23
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-23
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-25
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,LoRaWAN,-24
1,D1,B,WiFi,-40
1,D1,B,WiFi,-38
1,D1,B,WiFi,-40
1,D1,B,WiFi,-38
1,D1,B,WiFi,-41
1,D1,B,WiFi,-40
1,D1,B,WiFi,-40
1,D1,B,WiFi,-40
1,D1,B,WiFi,-39
1,D1,B,WiFi,-40
1,D1,B,WiFi,-39
1,D1,B,WiFi,-40
1,D1,B,WiFi,-38
1,D1,B,WiFi,-40
1,D1,B,WiFi,-39
1,D1,B,WiFi,-39
1,D1,B,WiFi,-40
1,D1,B,WiFi,-40
1,D1,B,WiFi,-39
1,D1,B,WiFi,-40
1,D1,B,WiFi,-40
1,D1,B,WiFi,-38
1,D1,B,WiFi,-41
1,D1,B,WiFi,-38
1,D1,B,WiFi,-39
1,D1,B,WiFi,-40
1,D1,B,WiFi,-40
1,D1,B,WiFi,-40
1,D1,B,WiFi,-40
1,D1,B,WiFi,-39
1,D1,B,WiFi,-40
1,D1,B,WiFi,-38
1,D1,B,WiFi,-40
1,D1,B,WiFi,-39
1,D1,B,WiFi,-38
1,D1,B,WiFi,-38
1,D1,B,WiFi,-40
1,D1,B,WiFi,-37
1,D1,B,WiFi,-37
1,D1,B,WiFi,-38
1,D1,B,WiFi,-40
1,D1,B,WiFi,-38
1,D1,B,WiFi,-40
1,D1,B,WiFi,-39
1,D1,B,WiFi,-37
1,D1,B,WiFi,-40
1,D1,B,WiFi,-40
1,D1,B,WiFi,-40
1,D1,B,WiFi,-38
1,D1,B,WiFi,-38
1,D1,B,WiFi,-39
1,D1,B,WiFi,-38
1,D1,B,WiFi,-40
1,D1,B,WiFi,-39
1,D1,B,WiFi,-39
1,D1,B,WiFi,-39
1,D1,B,WiFi,-38
1,D1,B,WiFi,-40
1,D1,B,WiFi,-38
1,D1,B,WiFi,-40
1,D1,B,WiFi,-39
1,D1,B,WiFi,-38
1,D1,B,WiFi,-38
1,D1,B,WiFi,-40
1,D1,B,WiFi,-38
1,D1,B,WiFi,-37
1,D1,B,WiFi,-41
1,D1,B,WiFi,-38
1,D1,B,WiFi,-40
1,D1,B,WiFi,-38
1,D1,B,WiFi,-39
1,D1,B,WiFi,-40
1,D1,B,WiFi,-38
1,D1,B,WiFi,-40
1,D1,B,WiFi,-40
1,D1,B,WiFi,-40
1,D1,B,WiFi,-39
1,D1,B,WiFi,-38
1,D1,B,WiFi,-40
1,D1,B,WiFi,-38
1,D1,B,WiFi,-40
1,D1,B,WiFi,-38
1,D1,B,WiFi,-39
1,D1,B,WiFi,-37
1,D1,B,WiFi,-38
1,D1,B,WiFi,-39
1,D1,B,WiFi,-40
1,D1,B,WiFi,-37
1,D1,B,WiFi,-39
1,D1,B,WiFi,-39
1,D1,B,WiFi,-38
1,D1,B,WiFi,-40
1,D1,B,WiFi,-39
1,D1,B,WiFi,-40
1,D1,B,WiFi,-40
1,D1,B,WiFi,-38
1,D1,B,WiFi,-39
1,D1,B,WiFi,-40
1,D1,B,WiFi,-38
1,D1,B,WiFi,-40
1,D1,B,WiFi,-38
1,D1,B,WiFi,-38
1,D1,B,WiFi,-40
1,D1,B,WiFi,-40
1,D1,B,WiFi,-38
1,D1,B,WiFi,-38
1,D1,B,WiFi,-39
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-43
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-43
1,D1,B,Zigbee,-43
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-43
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,B,Zigbee,-42
1,D1,C,BLE,-73
1,D1,C,BLE,-78
1,D1,C,BLE,-71
1,D1,C,BLE,-82
1,D1,C,BLE,-68
1,D1,C,BLE,-72
1,D1,C,BLE,-78
1,D1,C,BLE,-61
1,D1,C,BLE,-82
1,D1,C,BLE,-74
1,D1,C,BLE,-62
1,D1,C,BLE,-71
1,D1,C,BLE,-82
1,D1,C,BLE,-68
1,D1,C,BLE,-72
1,D1,C,BLE,-78
1,D1,C,BLE,-71
1,D1,C,BLE,-83
1,D1,C,BLE,-72
1,D1,C,BLE,-62
1,D1,C,BLE,-72
1,D1,C,BLE,-82
1,D1,C,BLE,-72
1,D1,C,BLE,-73
1,D1,C,BLE,-77
1,D1,C,BLE,-70
1,D1,C,BLE,-82
1,D1,C,BLE,-84
1,D1,C,BLE,-61
1,D1,C,BLE,-83
1,D1,C,BLE,-67
1,D1,C,BLE,-84
1,D1,C,BLE,-61
1,D1,C,BLE,-77
1,D1,C,BLE,-70
1,D1,C,BLE,-82
1,D1,C,BLE,-72
1,D1,C,BLE,-77
1,D1,C,BLE,-73
1,D1,C,BLE,-73
1,D1,C,BLE,-61
1,D1,C,BLE,-78
1,D1,C,BLE,-82
1,D1,C,BLE,-67
1,D1,C,BLE,-73
1,D1,C,BLE,-77
1,D1,C,BLE,-59
1,D1,C,BLE,-83
